brand,category,condition,original_price,resale_price
Baggit,Women's Sets,Like New,2000,1350
Converse,Men's Bottoms,Good,5600,2050
Vintage,Women's Outerwear,Good,0,2400
Monte Carlo,Men's Bottoms,Well Loved,2400,300
& Other Stories,Women's Tops,Like New,13900,7800
Tommy Hilfiger,Men's Bottoms,Well Loved,11800,1450
Marks & Spencer,Women's Traditional,Good,3600,1450
Reebok,Women's Dresses,Good,2700,1150
Adidas,Men's Outerwear,Good,8500,3500
Park Avenue,Men's Outerwear,Fair,4300,1150
Thrift,Men's Tops,Well Loved,750,100
Nanushka,Men's Tops,Good,10700,4050
Tarun Tahiliani,Women's Outerwear,Like New,83400,53900
Amrapali,Women's Tops,Good,16400,6400
Mango,Men's Formal,Like New,4400,2850
Uniqlo,Women's Outerwear,Like New,6300,4250
Clarks,Men's Tops,Good,5600,1950
ARKET,Men's Outerwear,Fair,16300,4900
Payal Singhal,Women's Tops,New with tags,20900,18550
Ritu Wear,Women's Tops,Like New,3500,2000
Reliance Trends,Men's Tops,Good,450,200
Converse,Men's Outerwear,Fair,6800,1600
Van Heusen,Men's Tops,Good,5000,1850
Thrift,Men's Bottoms,Like New,400,200
Clarks,Men's Outerwear,Like New,4300,2800
Baggit,Men's Bottoms,Fair,2700,650
Biba,Men's Tops,Good,4600,1700
Adidas,Women's Tops,Fair,5900,1450
Tommy Hilfiger,Women's Sets,Like New,9400,5750
Toteme,Women's Tops,Like New,19600,10650
Marks & Spencer,Women's Sets,Like New,1600,1000
Allen Solly,Women's Traditional,Good,2000,800
Chemistry,Women's Outerwear,Like New,4000,2650
Louis Philippe,Women's Dresses,Good,4000,1550
Hidesign,Women's Outerwear,Like New,8500,6850
Uniqlo,Women's Outerwear,Good,6500,3700
Louis Philippe,Footwear,Fair,3900,900
Under Armour,Women's Dresses,Like New,7800,5250
Shantanu & Nikhil,Accessories,New with tags,23300,15050
Zara,Men's Tops,Good,2800,1100
Ritu Kumar,Accessories,Like New,12700,7550
Payal Singhal,Footwear,Like New,12700,7500
Thrift,Women's Traditional,New with tags,1350,1215
Anamika Khanna,Women's Bottoms,Like New,11600,6800
Marks & Spencer,Women's Sets,Like New,1600,1100
ASOS,Men's Bottoms,Like New,4200,2450
Sabyasachi,Women's Bottoms,Like New,87000,52150
Accessorize,Women's Dresses,Well Loved,1600,250
Nike,Men's Tops,Good,7000,2550
Zara,Women's Dresses,Like New,8800,5050
Payal Singhal,Men's Bottoms,Good,8100,3300
Park Avenue,Men's Outerwear,Like New,1700,1100
Puma,Women's Outerwear,Good,1800,850
Max,Men's Tops,Like New,800,400
Tommy Hilfiger,Men's Tops,Like New,11600,7400
Only,Men's Bottoms,Like New,4700,2950
Vans,Women's Traditional,Like New,6800,4750
Puma,Women's Traditional,Like New,3600,2550
H&M,Women's Outerwear,Fair,4400,1200
Uniqlo,Women's Bottoms,Good,2600,1000
Tribe Amrapali,Women's Outerwear,Good,3000,1350
Nike,Women's Tops,Like New,4600,2900
Westside,Bags,Well Loved,3200,500
Baggit,Women's Bottoms,Well Loved,3900,350
AND,Women's Bottoms,Like New,8400,4400
Anamika Khanna,Women's Outerwear,Fair,21800,5100
Vans,Women's Sets,Good,5500,2300
Aldo,Women's Sets,Fair,6300,1550
Reebok,Bags,Like New,5700,3800
Skechers,Women's Traditional,Good,4300,2150
Nine West,Men's Tops,Well Loved,3800,500
Baggit,Men's Outerwear,Fair,1300,400
Sangria,Women's Traditional,New with tags,2400,2160
Baggit,Women's Outerwear,Like New,1300,800
Monte Carlo,Men's Outerwear,Good,4200,1950
Pantaloons,Men's Tops,Well Loved,3100,400
Nike,Women's Traditional,Fair,10000,2350
Zara,Men's Tops,Like New,5100,3250
Forever 21,Footwear,Like New,1600,1050
Manish Malhotra,Women's Bottoms,Good,68500,27100
Skechers,Women's Dresses,Good,3600,1800
Max,Women's Bottoms,Fair,800,150
Reliance Trends,Bags,New with tags,600,450
Reebok,Bags,Good,2600,1200
Charles & Keith,Bags,Like New,4800,3400
ASOS,Women's Tops,Well Loved,800,150
Levi's,Women's Traditional,Good,5100,2100
& Other Stories,Women's Tops,Like New,13100,7400
Levi's,Women's Tops,Good,6400,2600
Mango,Women's Bottoms,New with tags,5700,4500
W,Women's Tops,Like New,3000,1750
Jaypore,Bags,Fair,4200,1250
Shantanu & Nikhil,Men's Tops,Fair,31700,6750
Skechers,Women's Tops,Fair,3500,700
Nanushka,Men's Tops,Fair,10300,2800
Converse,Women's Traditional,Like New,4200,3050
Ralph Lauren,Men's Bottoms,Fair,7700,1850
Tommy Hilfiger,Women's Tops,Like New,6600,4200
Vintage,Women's Outerwear,Fair,0,500
Reformation,Footwear,New with tags,14400,12450
Tommy Hilfiger,Women's Tops,Like New,5000,2650
Westside,Women's Traditional,Like New,3600,2650
Sabyasachi,Women's Outerwear,Good,184900,83500
Jaypore,Bags,Good,1900,950
Max,Women's Bottoms,Like New,700,450
Shantanu & Nikhil,Men's Bottoms,Good,15600,5850
Nine West,Women's Bottoms,Good,5000,2350
Allen Solly,Women's Dresses,Well Loved,2500,400
Amrapali,Men's Tops,Good,18900,6950
Ritu Wear,Men's Tops,Fair,8800,1750
Steve Madden,Women's Bottoms,Like New,7000,4100
Max,Women's Traditional,Well Loved,1400,200
Nike,Men's Tops,Good,4700,1850
AND,Men's Outerwear,Good,5500,2800
AND,Men's Bottoms,Like New,7300,3700
Arrow,Women's Tops,Like New,3400,1950
Converse,Women's Tops,Like New,5500,3700
Chemistry,Women's Bottoms,Fair,4100,900
Hidesign,Men's Bottoms,Like New,15900,9900
Sangria,Men's Formal,Good,3300,1300
Louis Philippe,Women's Bottoms,Like New,5900,4000
Hidesign,Men's Formal,Fair,6400,2000
Uniqlo,Women's Bottoms,Well Loved,6700,900
Only,Footwear,Good,1400,600
Nine West,Men's Bottoms,Good,4300,1800
Payal Singhal,Women's Tops,Like New,9200,6200
Clarks,Women's Traditional,Like New,7100,4650
Global Desi,Women's Tops,Well Loved,3800,550
Thrift,Bags,Like New,800,600
Manish Malhotra,Men's Tops,Good,97700,40600
Charles & Keith,Men's Tops,Like New,3300,1950
Anamika Khanna,Footwear,Fair,31300,10300
Ritu Kumar,Women's Traditional,Fair,8700,2400
Baggit,Men's Bottoms,Like New,1500,950
Local Brand,Men's Formal,Like New,1550,1100
Forever 21,Women's Traditional,Good,3500,1600
Nike,Footwear,Good,4600,2000
FabIndia,Women's Tops,Like New,5800,3350
No Brand,Women's Traditional,Like New,1200,850
Reliance Trends,Men's Formal,Like New,1250,850
Reliance Trends,Women's Tops,Fair,1450,250
Steve Madden,Women's Traditional,Good,9300,4100
Ritu Kumar,Women's Outerwear,Fair,26500,7850
Rangmanch,Men's Outerwear,Good,4100,1800
Sangria,Women's Bottoms,Good,1800,700
Abu Jani Sandeep Khosla,Men's Bottoms,Fair,47700,11800
Clarks,Women's Bottoms,Fair,6300,1700
Tommy Hilfiger,Women's Bottoms,Fair,7900,1800
Global Desi,Men's Outerwear,Like New,5700,3650
Park Avenue,Men's Bottoms,Fair,2300,550
Anju Modi,Men's Tops,Like New,18400,9650
Aldo,Men's Formal,Good,4400,1850
Tommy Hilfiger,Bags,Like New,4000,3050
Monte Carlo,Women's Outerwear,Good,1600,700
Anju Modi,Women's Tops,Good,27200,10000
AND,Women's Dresses,Like New,8400,5500
Converse,Men's Tops,Well Loved,5000,600
Clarks,Women's Dresses,Good,5800,2650
Hidesign,Women's Bottoms,Like New,14400,7400
Clarks,Accessories,Fair,7600,1650
Sangria,Women's Bottoms,Like New,2400,1450
Ritu Wear,Men's Bottoms,Good,8900,3500
Amrapali,Women's Traditional,Well Loved,7000,950
Nanushka,Women's Outerwear,Fair,23800,7650
Acne Studios,Jewelry,Fair,31300,7950
Reliance Trends,Women's Bottoms,Like New,1500,1100
Hidesign,Women's Traditional,Good,4900,2300
Forever 21,Women's Tops,Well Loved,700,100
Global Desi,Women's Traditional,Good,2000,1000
Nike,Women's Sets,Well Loved,7800,1200
Nanushka,Jewelry,Like New,18500,13050
Under Armour,Women's Bottoms,Fair,5000,1250
No Brand,Women's Outerwear,New with tags,800,700
& Other Stories,Men's Bottoms,New with tags,4200,2900
Mango,Women's Bottoms,Good,7900,2750
Anatomy,Men's Bottoms,Like New,1200,700
Ritu Wear,Men's Outerwear,Like New,5100,3550
Puma,Women's Outerwear,Good,6300,2800
Rangmanch,Women's Bottoms,Like New,3600,2050
Acne Studios,Women's Dresses,New with tags,35000,26250
Amrapali,Women's Tops,New with tags,19700,14150
Puma,Women's Tops,Well Loved,4500,750
Mango,Men's Tops,Good,5900,2250
Ralph Lauren,Women's Sets,Good,18400,9100
Lacoste,Women's Dresses,Fair,8500,2450
& Other Stories,Men's Outerwear,Like New,6600,4200
Allen Solly,Women's Bottoms,New with tags,2100,1650
AND,Bags,Well Loved,5500,750
ARKET,Men's Tops,New with tags,8200,6550
Baggit,Women's Bottoms,Like New,2800,2000
No Brand,Women's Tops,Good,850,350
Max,Men's Bottoms,Good,2000,750
Nanushka,Women's Traditional,Like New,28800,19300
Shantanu & Nikhil,Women's Dresses,Good,16700,6800
Anatomy,Jewelry,Fair,4000,1150
Ritu Kumar,Women's Bottoms,New with tags,27400,22400
Lacoste,Men's Tops,Fair,9300,1700
Mango,Women's Outerwear,Good,8400,4150
Van Heusen,Women's Dresses,Like New,3000,2150
Acne Studios,Women's Traditional,Like New,20400,14350
Anatomy,Women's Bottoms,Good,900,400
ARKET,Bags,New with tags,8100,7290
Lacoste,Jewelry,Fair,7700,2050
Reformation,Women's Sets,Good,12400,6200
Puma,Women's Bottoms,Fair,5500,1300
Only,Men's Outerwear,Like New,4300,3100
Nine West,Men's Tops,Good,5400,2150
Hidesign,Women's Tops,Like New,6500,3650
Park Avenue,Women's Outerwear,Well Loved,2400,450
Aurelia,Women's Outerwear,Like New,4400,3250
Aurelia,Men's Outerwear,Fair,4800,1400
Toteme,Women's Dresses,New with tags,22000,15500
Ritu Wear,Women's Bottoms,Fair,7500,1700
ASOS,Men's Bottoms,Good,4000,1600
Mango,Men's Bottoms,Fair,1600,300
Nine West,Bags,Like New,4200,2900
Ralph Lauren,Bags,Good,8400,3850
ASOS,Women's Tops,Good,4300,1650
Tommy Hilfiger,Women's Tops,Well Loved,3500,500
Park Avenue,Women's Tops,Fair,4700,950
COS,Men's Tops,New with tags,4000,2800
Sangria,Women's Tops,Like New,2800,1500
Westside,Bags,Good,1500,700
Steve Madden,Men's Tops,Good,5400,2300
Ralph Lauren,Women's Traditional,Fair,8400,2250
Ritu Wear,Jewelry,Fair,4300,1050
Reformation,Women's Tops,Like New,23000,16300
Toteme,Men's Formal,Like New,33500,21400
Biba,Women's Traditional,Like New,3200,2100
Louis Philippe,Women's Bottoms,Like New,2700,1700
Vintage,Women's Traditional,Good,0,2050
Puma,Women's Bottoms,Like New,1800,1100
Vintage,Women's Traditional,Like New,0,1450
Allen Solly,Women's Traditional,Well Loved,1300,150
Lacoste,Women's Bottoms,Fair,9600,2050
Uniqlo,Women's Bottoms,Like New,2300,1550
Baggit,Women's Outerwear,Well Loved,4100,750
Acne Studios,Men's Outerwear,New with tags,12300,10300
Anju Modi,Women's Outerwear,Well Loved,11700,1450
Payal Singhal,Women's Traditional,Well Loved,18800,3200
Lacoste,Women's Outerwear,Like New,9600,6750
Only,Women's Tops,Well Loved,2500,350
Nike,Men's Tops,Well Loved,9800,1200
ASOS,Women's Tops,New with tags,4500,3450
Tarun Tahiliani,Women's Sets,Well Loved,65800,9150
Biba,Footwear,Well Loved,6700,1100
Shantanu & Nikhil,Footwear,New with tags,11600,9500
Ralph Lauren,Women's Tops,Well Loved,19400,2250
Converse,Men's Bottoms,Well Loved,3900,550
Tarun Tahiliani,Men's Tops,Good,119300,41200
Van Heusen,Women's Outerwear,Good,5600,2950
Anita Dongre,Men's Tops,Good,16400,6750
New Balance,Men's Bottoms,Fair,9100,1850
Toteme,Footwear,Well Loved,10300,1450
Uniqlo,Footwear,Like New,1000,700
Under Armour,Women's Traditional,Good,8000,3800
Toteme,Bags,Good,23800,10300
Biba,Footwear,New with tags,5000,4200
ARKET,Women's Tops,Like New,14900,7900
Payal Singhal,Women's Bottoms,Fair,23100,5600
Manish Malhotra,Men's Bottoms,Like New,140000,77150
W,Men's Tops,Like New,4300,2250
Nanushka,Women's Bottoms,Fair,10700,2500
Sabyasachi,Women's Traditional,Good,77600,36600
Louis Philippe,Women's Bottoms,Fair,6100,1550
Westside,Women's Outerwear,Good,3500,1400
Sabyasachi,Women's Tops,Well Loved,85800,13350
Mango,Men's Tops,Good,1900,650
Charles & Keith,Women's Bottoms,Good,6400,2700
Adidas,Women's Bottoms,Like New,4300,2200
Nine West,Women's Outerwear,Like New,3400,2700
Masaba Gupta,Men's Tops,Fair,6600,1700
Manish Malhotra,Accessories,Good,75000,31700
Reliance Trends,Men's Tops,New with tags,800,600
Accessorize,Women's Traditional,Like New,2300,1700
Charles & Keith,Women's Sets,New with tags,4800,3950
Rangmanch,Women's Traditional,Fair,2800,700
Only,Bags,Fair,4100,1200
Ralph Lauren,Women's Traditional,New with tags,16900,14000
No Brand,Bags,Like New,150,100
Uniqlo,Women's Tops,Like New,2700,1750
Charles & Keith,Women's Bottoms,Good,5700,2500
Baggit,Accessories,New with tags,5800,3750
Accessorize,Men's Tops,Like New,2400,1250
Baggit,Women's Tops,Like New,1800,1150
Vero Moda,Men's Tops,Good,3600,1250
Toteme,Women's Traditional,Well Loved,11600,1650
Levi's,Bags,Good,8400,4400
Westside,Men's Outerwear,Good,2500,1050
Toteme,Accessories,Fair,24300,6250
V-Mart,Women's Bottoms,Fair,850,200
Van Heusen,Footwear,Like New,1900,1250
Pantaloons,Men's Tops,Fair,3900,800
Mango,Men's Outerwear,Like New,2500,1650
Clarks,Women's Bottoms,New with tags,6500,5250
New Balance,Bags,Good,7800,3650
Mango,Bags,Good,2300,1200
Mango,Women's Dresses,Good,3400,1450
Manish Malhotra,Women's Outerwear,Like New,72600,49850
Only,Women's Tops,Good,4600,1750
Monte Carlo,Women's Bottoms,Good,2200,1000
Uniqlo,Men's Bottoms,Good,1800,700
& Other Stories,Women's Tops,Like New,8500,5200
Tribe Amrapali,Women's Sets,Good,6300,2550
Rohit Bal,Men's Tops,Like New,66600,35150
Toteme,Women's Dresses,Well Loved,13500,1400
Steve Madden,Women's Tops,Like New,5500,2950
Payal Singhal,Women's Dresses,Good,17500,7400
Ralph Lauren,Women's Dresses,New with tags,8100,6850
Aldo,Women's Bottoms,New with tags,6300,5000
Hidesign,Women's Traditional,New with tags,16100,14490
Nanushka,Women's Dresses,Like New,24900,14250
Converse,Women's Dresses,Good,6600,2500
No Brand,Women's Tops,Like New,650,350
Amrapali,Women's Dresses,Fair,9800,1950
Vintage,Women's Outerwear,Good,0,1100
Reliance Trends,Women's Bottoms,Like New,1850,1150
Biba,Women's Tops,Good,4900,1900
Zara,Women's Tops,Like New,1700,1000
Sangria,Men's Bottoms,Like New,3000,1700
Vans,Women's Traditional,New with tags,6300,5670
Nine West,Women's Bottoms,New with tags,3100,2700
Levi's,Women's Dresses,Good,7200,2900
Calvin Klein,Bags,Good,9800,5050
Clarks,Women's Tops,Like New,3500,1750
Manish Malhotra,Bags,Well Loved,73400,10550
Tommy Hilfiger,Women's Tops,Like New,8800,6000
Amrapali,Women's Tops,Like New,3400,2350
Vans,Women's Tops,Good,7700,3800
& Other Stories,Footwear,Fair,10700,2650
Westside,Women's Bottoms,Like New,3000,2000
Monte Carlo,Women's Bottoms,New with tags,3200,2550
Marks & Spencer,Women's Tops,Good,1700,750
H&M,Women's Bottoms,New with tags,4100,3650
Nike,Men's Bottoms,Good,3600,1350
Mango,Women's Bottoms,Good,1200,550
Forever 21,Women's Sets,Good,3300,1600
Adidas,Women's Traditional,Good,5100,2150
Amrapali,Men's Bottoms,Good,8500,3350
Thrift,Women's Traditional,Good,650,300
Anatomy,Men's Tops,Like New,4800,2400
Nanushka,Women's Outerwear,Like New,18800,15350
Calvin Klein,Footwear,Like New,13100,8550
AND,Women's Dresses,Fair,2400,600
Levi's,Men's Outerwear,Like New,7900,6650
Arrow,Women's Tops,Like New,1200,800
Calvin Klein,Men's Bottoms,Good,11800,4350
Amrapali,Women's Dresses,Like New,14200,8950
H&M,Men's Tops,Well Loved,1400,150
Mango,Men's Bottoms,Fair,9700,2500
Anamika Khanna,Men's Tops,Like New,32400,16600
Acne Studios,Bags,Like New,12600,7800
Anamika Khanna,Women's Tops,Good,12700,5850
Manish Malhotra,Men's Tops,Like New,82700,44100
No Brand,Footwear,Good,750,400
Anatomy,Women's Outerwear,New with tags,3700,3330
Park Avenue,Men's Bottoms,Good,4000,1900
Baggit,Jewelry,Like New,5800,3650
Nine West,Women's Dresses,New with tags,7300,6570
W,Women's Traditional,Like New,3900,2550
Peter England,Men's Bottoms,Fair,1500,300
Toteme,Women's Sets,Good,10700,4150
Zara,Women's Traditional,Good,4000,2100
Anita Dongre,Women's Bottoms,Like New,24500,14000
Tommy Hilfiger,Women's Tops,Good,6800,3150
Anamika Khanna,Women's Bottoms,Good,9200,4300
Lacoste,Men's Bottoms,New with tags,5800,4500
Anatomy,Women's Bottoms,Good,3700,1500
Nanushka,Women's Tops,Well Loved,21700,2200
Forever 21,Women's Tops,Good,3000,1100
Westside,Women's Tops,Good,3000,950
FabIndia,Women's Traditional,Good,2300,1050
Abu Jani Sandeep Khosla,Women's Bottoms,Good,76500,34450
Amrapali,Women's Sets,Good,19500,8950
ARKET,Women's Sets,Like New,6900,4400
Manish Malhotra,Women's Traditional,Good,41300,18050
Louis Philippe,Women's Tops,Fair,2400,700
Marks & Spencer,Women's Bottoms,Good,4600,1650
Arrow,Men's Formal,New with tags,4400,3500
Payal Singhal,Women's Traditional,Well Loved,7600,1000
H&M,Men's Formal,Like New,1400,800
Forever 21,Women's Tops,Like New,1900,1150
Amrapali,Women's Traditional,Good,17700,7850
V-Mart,Bags,Good,750,400
Steve Madden,Women's Sets,Like New,8400,4800
Payal Singhal,Women's Sets,Good,23100,9500
Nike,Women's Traditional,Good,8500,4100
Park Avenue,Men's Tops,Well Loved,5300,650
No Brand,Men's Tops,Well Loved,800,100
Westside,Women's Outerwear,Good,3900,1950
Payal Singhal,Women's Bottoms,Like New,12000,7100
Reebok,Bags,Like New,2800,2050
Mango,Men's Outerwear,Good,4800,2100
Mango,Men's Bottoms,Fair,2400,600
Jaypore,Men's Bottoms,Good,2600,1000
& Other Stories,Men's Bottoms,Fair,10200,2300
AND,Women's Bottoms,Good,5100,1950
New Balance,Bags,Good,8100,3150
& Other Stories,Accessories,Fair,13800,2300
Nine West,Bags,Good,8900,3950
Sangria,Women's Traditional,Like New,3900,2750
COS,Women's Traditional,Like New,5300,3350
Anita Dongre,Women's Tops,New with tags,11400,8050
Acne Studios,Bags,Good,19800,10150
Manish Malhotra,Women's Tops,Well Loved,119200,13100
Hidesign,Men's Tops,Good,8300,3450
Ralph Lauren,Women's Tops,Good,16400,6700
Ritu Wear,Women's Bottoms,Good,8700,3350
New Balance,Men's Outerwear,Like New,7200,4700
V-Mart,Women's Bottoms,Like New,550,300
Puma,Women's Traditional,Fair,6100,1550
Shantanu & Nikhil,Women's Traditional,Good,12100,6600
Tribe Amrapali,Women's Tops,Fair,3000,750
Louis Philippe,Women's Outerwear,New with tags,4800,4320
Levi's,Women's Traditional,Good,6400,3000
Rangmanch,Women's Bottoms,Like New,2600,1450
Charles & Keith,Women's Traditional,Fair,8700,2600
Payal Singhal,Women's Traditional,Fair,14600,3700
Baggit,Women's Traditional,Good,3100,1350
New Balance,Women's Traditional,Well Loved,9300,1300
Allen Solly,Women's Sets,Fair,5300,1550
Charles & Keith,Women's Tops,Well Loved,3100,400
Shantanu & Nikhil,Women's Dresses,Like New,12000,7000
Zara,Women's Bottoms,Like New,5100,2700
Anita Dongre,Women's Sets,Fair,35900,11050
Adidas,Women's Dresses,Well Loved,8200,1050
Uniqlo,Men's Tops,New with tags,5600,4350
Park Avenue,Women's Tops,Good,4900,1900
Zara,Women's Bottoms,New with tags,7800,6300
Tarun Tahiliani,Women's Dresses,Fair,68500,15250
Toteme,Women's Bottoms,Good,19200,8300
W,Women's Bottoms,Like New,2100,1400
Payal Singhal,Jewelry,Like New,12300,8300
Aurelia,Women's Sets,Fair,4500,1200
Allen Solly,Women's Outerwear,Good,4600,2500
Louis Philippe,Bags,Like New,7100,4100
Anamika Khanna,Women's Sets,Like New,18300,11800
Tribe Amrapali,Women's Outerwear,New with tags,5200,4600
Reformation,Women's Traditional,Good,20900,9350
Aurelia,Women's Bottoms,New with tags,1800,1400
Pantaloons,Men's Bottoms,Like New,1200,750
Clarks,Bags,Fair,11300,2600
Pantaloons,Footwear,Fair,3600,800
Van Heusen,Women's Sets,New with tags,5900,4550
Under Armour,Women's Bottoms,Well Loved,3000,450
Monte Carlo,Women's Bottoms,New with tags,1800,1250
Rangmanch,Women's Outerwear,Good,2300,1000
Allen Solly,Women's Sets,Fair,4800,1200
Peter England,Men's Bottoms,Good,1000,500
Tribe Amrapali,Women's Outerwear,Good,7000,3200
Uniqlo,Women's Tops,Like New,3200,1700
Nanushka,Women's Bottoms,Good,17800,7200
Peter England,Women's Sets,Well Loved,1500,250
Rohit Bal,Women's Bottoms,Good,28600,12900
Anatomy,Women's Tops,Good,4200,1700
Amrapali,Men's Formal,Well Loved,7400,1200
Under Armour,Men's Tops,Like New,2900,1800
Allen Solly,Men's Tops,Fair,4900,1100
Forever 21,Women's Dresses,Like New,2300,1550
Rangmanch,Women's Tops,Good,4200,1700
Monte Carlo,Women's Bottoms,Fair,4500,1100
Acne Studios,Men's Tops,Good,27700,10450
Vans,Women's Tops,Like New,5700,3300
Reebok,Bags,New with tags,3700,3200
Abu Jani Sandeep Khosla,Women's Outerwear,Like New,51600,41500
Aurelia,Women's Sets,Like New,4400,2800
Calvin Klein,Women's Outerwear,Good,9700,4600
Shantanu & Nikhil,Men's Outerwear,New with tags,22600,18650
Ralph Lauren,Jewelry,New with tags,7700,6930
Jaypore,Men's Tops,Well Loved,6000,700
Calvin Klein,Footwear,Like New,3900,2900
V-Mart,Women's Tops,Well Loved,1250,200
Baggit,Women's Tops,Good,4100,1800
Adidas,Women's Tops,Good,7900,3100
Van Heusen,Women's Tops,Good,4500,1700
Tommy Hilfiger,Men's Tops,Fair,6200,1350
Rangmanch,Women's Traditional,Well Loved,4200,750
Levi's,Women's Bottoms,Like New,3500,2050
& Other Stories,Women's Tops,Well Loved,4800,650
Under Armour,Men's Tops,Good,6300,2150
